La Araucanía;Carahue;26.562;26.515;26.467;26.406;26.341;26.276
La Araucanía;Cholchol;11.834;11.936;12.026;12.119;12.212;12.287
La Araucanía;Collipulli;24.574;24.638;24.708;24.774;24.832;24.875
La Araucanía;Cunco;19.047;18.990;18.926;18.862;18.800;18.724
La Araucanía;Curacautín;17.221;17.164;17.107;17.046;16.969;16.907
La Araucanía;Curarrehue;7.443;7.466;7.491;7.504;7.520;7.533
La Araucanía;Ercilla;9.197;9.168;9.140;9.112;9.082;9.041
La Araucanía;Freire;24.746;24.584;24.411;24.241;24.058;23.867
La Araucanía;Galvarino;12.575;12.523;12.469;12.408;12.341;12.279
La Araucanía;Gorbea;15.684;15.649;15.619;15.584;15.537;15.492
La Araucanía;Lautaro;36.888;37.119;37.340;37.557;37.756;37.952
La Araucanía;Loncoche;23.425;23.354;23.275;23.194;23.109;23.003
La Araucanía;Lonquimay;10.957;10.964;10.981;10.985;10.980;10.981
La Araucanía;Los Sauces;7.847;7.838;7.818;7.803;7.791;7.765
La Araucanía;Lumaco;11.328;11.270;11.217;11.164;11.099;11.039
La Araucanía;Melipeuco;5.837;5.835;5.819;5.816;5.798;5.782
La Araucanía;Nueva Imperial;33.386;33.528;33.653;33.768;33.876;33.976
La Araucanía;Padre Las Casas;86.913;89.163;91.442;93.760;96.098;98.459
La Araucanía;Perquenco;7.267;7.300;7.328;7.366;7.393;7.421
La Araucanía;Pitrufquén;24.672;24.794;24.898;25.009;25.100;25.184
La Araucanía;Pucón;27.680;28.146;28.609;29.072;29.536;29.991
La Araucanía;Purén;12.973;12.926;12.885;12.822;12.769;12.710
La Araucanía;Renaico;10.582;10.662;10.738;10.804;10.873;10.942
La Araucanía;Saavedra;12.977;12.840;12.706;12.571;12.425;12.289
La Araucanía;Temuco;287.850;290.234;292.534;294.734;296.889;298.974
La Araucanía;Teodoro Schmidt;16.163;16.147;16.125;16.096;16.061;16.028
La Araucanía;Toltén;11.423;11.391;11.357;11.319;11.274;11.232
La Araucanía;Traiguén;19.835;19.771;19.707;19.640;19.567;19.473
La Araucanía;Victoria;34.950;34.911;34.869;34.814;34.762;34.674
La Araucanía;Vilcún;27.671;27.996;28.326;28.638;28.947;29.264
La Araucanía;Villarrica;55.002;55.582;56.139;56.689;57.231;57.753
Los Lagos;Ancud;43.978;44.128;44.249;44.373;44.476;44.568
Los Lagos;Calbuco;34.864;35.073;35.282;35.471;35.654;35.821
Los Lagos;Castro;48.665;49.068;49.451;49.824;50.159;50.483
Los Lagos;Chaitén;3.740;3.967;4.176;4.394;4.605;4.817
Los Lagos;Chonchi;15.234;15.365;15.494;15.620;15.745;15.860
Los Lagos;Cochamó;4.124;4.078;4.030;3.990;3.939;3.899
Los Lagos;Curaco de Vélez;4.167;4.199;4.243;4.286;4.323;4.356
Los Lagos;Dalcahue;15.316;15.616;15.927;16.234;16.541;16.839
Los Lagos;Fresia;12.802;12.737;12.658;12.584;12.507;12.418
Los Lagos;Frutillar;17.272;17.312;17.352;17.371;17.383;17.415
Los Lagos;Futaleufú;3.382;3.417;3.459;3.478;3.513;3.542
Los Lagos;Hualaihué;11.051;11.165;11.291;11.408;11.519;11.638
Los Lagos;Llanquihue;18.083;18.137;18.191;18.229;18.268;18.291
Los Lagos;Los Muermos;16.569;16.441;16.312;16.177;16.030;15.887
Los Lagos;Maullín;15.722;15.647;15.572;15.492;15.408;15.316
Los Lagos;Osorno;157.630;157.855;158.027;158.162;158.234;158.259
Los Lagos;Palena;2.126;2.125;2.124;2.119;2.119;2.109
Los Lagos;Puerto Montt;243.825;248.230;252.542;256.828;261.117;265.292
Los Lagos;Puerto Octay;9.574;9.465;9.360;9.257;9.146;9.026
Los Lagos;Puerto Varas;40.756;41.182;41.617;42.027;42.423;42.812
Los Lagos;Puqueldón;4.021;3.986;3.950;3.912;3.882;3.837
Los Lagos;Purranque;21.417;21.354;21.282;21.197;21.098;21.001
Los Lagos;Puyehue;11.052;10.988;10.928;10.864;10.798;10.734
Los Lagos;Queilén;5.560;5.549;5.558;5.548;5.534;5.531
Los Lagos;Quellón;30.532;31.122;31.703;32.294;32.867;33.445
Los Lagos;Quemchi;9.091;9.074;9.048;9.012;8.979;8.947
Los Lagos;Quinchao;8.881;8.826;8.759;8.693;8.625;8.558
Los Lagos;Río Negro;13.674;13.517;13.350;13.195;13.028;12.855
Los Lagos;San Juan de la Costa;7.525;7.410;7.298;7.174;7.056;6.941
Los Lagos;San Pablo;10.490;10.462;10.430;10.398;10.356;10.318
Aysen del gen. Carlos Ibáñez del Campo;Aysén;27.644;27.965;28.283;28.595;28.914;29.212
Aysen del gen. Carlos Ibáñez del Campo;Chile Chico;5.098;5.127;5.161;5.176;5.214;5.233
Aysen del gen. Carlos Ibáñez del Campo;Cisnes;5.341;5.347;5.356;5.372;5.387;5.408
